5414
5391
5361
5333
5310
5280
5102
5006
5001
4999
4852
4699
4538
4487
4476
4437
4385
4332
4316
4228
4192
4076
4071
4012
3882
3864
3820
3788
3773
3771
3757
3573
3569
3542
3536
3489
3475
3443
3300
3291
3284
3280
3093
3082
3063
2994
2936
2934
2920
2901
2899
2868
2864
2807
2803
2760
2744
2734
2717
2693
2662
2654
2610
2582
2539
2531
2526
2517
2506
2485
2456
2430
2414
2366
2357
2309
2308
2224
2222
2193
2172
2059
2046
1896
1895
1845
1841
1832
1817
1810
1798
1776
1775
1754
1709
1694
1686
1657
1652
1641
1638
1612
1604
1592
1587
1571
1567
